Symbol,Name,sectorKey,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
ROG,ROGERS CORP,Information Technology,Equity,"37,904,031.30",0.06,"37,904,031.30","448,834.00",84.45,United States,New York Stock Exchange Inc.,USD,1,--
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"37,839,227.58",0.06,"37,839,227.58","1,602,678.00",23.61,United States,New York Stock Exchange Inc.,USD,1,--
CECO,CECO ENVIRONMENTAL CORP,Industrials,Equity,"37,792,555.64",0.06,"37,792,555.64","704,822.00",53.62,United States,NASDAQ,USD,1,--
PPTA,PERPETUA RESOURCES CORP,Materials,Equity,"37,778,219.25",0.06,"37,778,219.25","1,811,905.00",20.85,United States,NASDAQ,USD,1,--
TRUP,TRUPANION INC,Financials,Equity,"37,754,687.91",0.06,"37,754,687.91","896,999.00",42.09,United States,NASDAQ,USD,1,--
ACMR,ACM RESEARCH CLASS A INC,Information Technology,Equity,"37,743,271.00",0.06,"37,743,271.00","1,220,675.00",30.92,United States,NASDAQ,USD,1,--
SPNT,SIRIUSPOINT LTD,Financials,Equity,"37,717,205.89",0.06,"37,717,205.89","1,947,197.00",19.37,United States,New York Stock Exchange Inc.,USD,1,--
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"37,518,209.76",0.06,"37,518,209.76","625,512.00",59.98,United States,New York Stock Exchange Inc.,USD,1,--
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"37,318,293.30",0.05,"37,318,293.30","4,078,502.00",9.15,United States,NASDAQ,USD,1,--
ADEA,ADEIA INC,Information Technology,Equity,"37,145,164.00",0.05,"37,145,164.00","2,653,226.00",14,United States,NASDAQ,USD,1,--
CENX,CENTURY ALUMINUM,Materials,Equity,"37,135,899.36",0.05,"37,135,899.36","1,281,432.00",28.98,United States,NASDAQ,USD,1,--
ATRC,ATRICURE INC,Health Care,Equity,"36,881,113.50",0.05,"36,881,113.50","1,170,829.00",31.5,United States,NASDAQ,USD,1,--
CDTX,CIDARA THERAPEUTICS INC,Health Care,Equity,"36,831,386.88",0.05,"36,831,386.88","373,392.00",98.64,United States,NASDAQ,USD,1,--
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"36,767,824.24",0.05,"36,767,824.24","226,696.00",162.19,United States,New York Stock Exchange Inc.,USD,1,--
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"36,679,327.20",0.05,"36,679,327.20","1,069,680.00",34.29,United States,New York Stock Exchange Inc.,USD,1,--
VYX,NCR VOYIX CORP,Information Technology,Equity,"36,636,180.05",0.05,"36,636,180.05","3,427,145.00",10.69,United States,New York Stock Exchange Inc.,USD,1,--
FSLY,FASTLY INC CLASS A,Information Technology,Equity,"36,637,507.27",0.05,"36,637,507.27","3,339,791.00",10.97,United States,New York Stock Exchange Inc.,USD,1,--
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"36,625,475.88",0.05,"36,625,475.88","954,783.00",38.36,United States,NASDAQ,USD,1,--
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"36,521,479.66",0.05,"36,521,479.66","1,570,141.00",23.26,United States,NASDAQ,USD,1,--
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"36,501,990.40",0.05,"36,501,990.40","4,304,480.00",8.48,United States,New York Stock Exchange Inc.,USD,1,--
IMAX,IMAX CORP,Communication,Equity,"36,405,214.67",0.05,"36,405,214.67","1,057,369.00",34.43,United States,New York Stock Exchange Inc.,USD,1,--
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"36,374,238.78",0.05,"36,374,238.78","1,835,229.00",19.82,United States,NASDAQ,USD,1,--
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,"36,299,716.44",0.05,"36,299,716.44","445,614.00",81.46,United States,NASDAQ,USD,1,--
TILE,INTERFACE INC,Industrials,Equity,"36,299,993.04",0.05,"36,299,993.04","1,408,068.00",25.78,United States,NASDAQ,USD,1,--
SLVM,SYLVAMO CORP,Materials,Equity,"36,202,105.68",0.05,"36,202,105.68","840,346.00",43.08,United States,New York Stock Exchange Inc.,USD,1,--
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,"36,184,796.00",0.05,"36,184,796.00","3,837,200.00",9.43,United States,New York Stock Exchange Inc.,USD,1,--
CTRI,CENTURI HOLDINGS INC,Industrials,Equity,"36,171,237.60",0.05,"36,171,237.60","1,693,410.00",21.36,United States,New York Stock Exchange Inc.,USD,1,--
HTO,H2O AMERICA,Utilities,Equity,"36,142,403.00",0.05,"36,142,403.00","764,110.00",47.3,United States,NASDAQ,USD,1,--
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"36,106,310.88",0.05,"36,106,310.88","2,710,684.00",13.32,United States,New York Stock Exchange Inc.,USD,1,--
ARCB,ARCBEST CORP,Industrials,Equity,"36,080,724.96",0.05,"36,080,724.96","554,832.00",65.03,United States,NASDAQ,USD,1,--
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"36,070,114.86",0.05,"36,070,114.86","1,100,034.00",32.79,United States,New York Stock Exchange Inc.,USD,1,--
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Equity,"36,073,948.32",0.05,"36,073,948.32","995,418.00",36.24,United States,New York Stock Exchange Inc.,USD,1,--
ENVX,ENOVIX CORP,Industrials,Equity,"35,919,028.32",0.05,"35,919,028.32","3,977,744.00",9.03,United States,NASDAQ,USD,1,--
LIF,LIFE360 INC,Information Technology,Equity,"35,892,875.71",0.05,"35,892,875.71","391,459.00",91.69,United States,NASDAQ,USD,1,--
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,"35,743,931.49",0.05,"35,743,931.49","834,846.00",42.81,United States,NASDAQ,USD,1,--
WERN,WERNER ENTERPRISES INC,Industrials,Equity,"35,697,256.71",0.05,"35,697,256.71","1,394,969.00",25.59,United States,NASDAQ,USD,1,--
KALU,KAISER ALUMINIUM CORP,Materials,Equity,"35,661,836.64",0.05,"35,661,836.64","388,812.00",91.72,United States,NASDAQ,USD,1,--
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"35,575,846.90",0.05,"35,575,846.90","2,149,598.00",16.55,United States,New York Stock Exchange Inc.,USD,1,--
TNK,TEEKAY TANKERS LTD CLASS A,Energy,Equity,"35,547,552.30",0.05,"35,547,552.30","581,793.00",61.1,Bermuda,New York Stock Exchange Inc.,USD,1,--
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,"35,530,913.52",0.05,"35,530,913.52","5,054,184.00",7.03,United States,NASDAQ,USD,1,--
GEF,GREIF INC CLASS A,Materials,Equity,"35,488,747.12",0.05,"35,488,747.12","616,981.00",57.52,United States,New York Stock Exchange Inc.,USD,1,--
PAYO,PAYONEER GLOBAL INC,Financials,Equity,"35,455,732.61",0.05,"35,455,732.61","6,727,843.00",5.27,United States,NASDAQ,USD,1,--
ELME,ELME,Real Estate,Equity,"35,421,026.20",0.05,"35,421,026.20","2,137,660.00",16.57,United States,New York Stock Exchange Inc.,USD,1,--
MLYS,MINERALYS THERAPEUTICS INC,Health Care,Equity,"35,000,023.91",0.05,"35,000,023.91","945,691.00",37.01,United States,NASDAQ,USD,1,--
QDEL,QUIDELORTHO CORP,Health Care,Equity,"34,869,057.50",0.05,"34,869,057.50","1,640,125.00",21.26,United States,NASDAQ,USD,1,--
WKC,WORLD KINECT CORP,Energy,Equity,"34,853,243.94",0.05,"34,853,243.94","1,339,994.00",26.01,United States,New York Stock Exchange Inc.,USD,1,--
LION,LIONSGATE STUDIOS CORP,Communication,Equity,"34,783,779.18",0.05,"34,783,779.18","4,947,906.00",7.03,United States,New York Stock Exchange Inc.,USD,1,--
STBA,S AND T BANCORP INC,Financials,Equity,"34,783,793.10",0.05,"34,783,793.10","915,845.00",37.98,United States,NASDAQ,USD,1,--
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,"34,754,121.48",0.05,"34,754,121.48","968,621.00",35.88,United States,New York Stock Exchange Inc.,USD,1,--
LASR,NLIGHT INC,Information Technology,Equity,"34,680,534.93",0.05,"34,680,534.93","1,164,167.00",29.79,United States,NASDAQ,USD,1,--
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"34,535,300.78",0.05,"34,535,300.78","601,346.00",57.43,United States,NASDAQ,USD,1,--
ATRO,ASTRONICS CORP,Industrials,Equity,"34,516,340.34",0.05,"34,516,340.34","734,234.00",47.01,United States,NASDAQ,USD,1,--
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,Equity,"34,411,504.40",0.05,"34,411,504.40","675,265.00",50.96,United States,New York Stock Exchange Inc.,USD,1,--
WT,WISDOMTREE INC,Financials,Equity,"34,394,971.16",0.05,"34,394,971.16","2,949,826.00",11.66,United States,New York Stock Exchange Inc.,USD,1,--
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"34,222,792.50",0.05,"34,222,792.50","1,271,750.00",26.91,United States,New York Stock Exchange Inc.,USD,1,--
MBC,MASTERBRAND INC,Industrials,Equity,"34,137,884.48",0.05,"34,137,884.48","3,086,608.00",11.06,United States,New York Stock Exchange Inc.,USD,1,--
JBLU,JETBLUE AIRWAYS CORP,Industrials,Equity,"33,957,640.25",0.05,"33,957,640.25","7,990,033.00",4.25,United States,NASDAQ,USD,1,--
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"33,889,682.88",0.05,"33,889,682.88","2,462,913.00",13.76,United States,New York Stock Exchange Inc.,USD,1,--
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,"33,851,008.44",0.05,"33,851,008.44","790,542.00",42.82,United States,NASDAQ,USD,1,--
STEL,STELLAR BANCORP INC,Financials,Equity,"33,837,615.72",0.05,"33,837,615.72","1,138,164.00",29.73,United States,New York Stock Exchange Inc.,USD,1,--
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,"33,788,991.11",0.05,"33,788,991.11","857,371.00",39.41,United States,NASDAQ,USD,1,--
TXG,10X GENOMICS INC CLASS A,Health Care,Equity,"33,767,825.00",0.05,"33,767,825.00","2,597,525.00",13,United States,NASDAQ,USD,1,--
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,Equity,"33,746,659.63",0.05,"33,746,659.63","681,613.00",49.51,United States,New York Stock Exchange Inc.,USD,1,--
TCBK,TRICO BANCSHARES,Financials,Equity,"33,640,242.20",0.05,"33,640,242.20","752,915.00",44.68,United States,NASDAQ,USD,1,--
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,"33,622,394.19",0.05,"33,622,394.19","3,434,361.00",9.79,United States,New York Stock Exchange Inc.,USD,1,--
CNMD,CONMED CORP,Health Care,Equity,"33,459,763.77",0.05,"33,459,763.77","756,837.00",44.21,United States,New York Stock Exchange Inc.,USD,1,--
TNC,TENNANT,Industrials,Equity,"33,253,761.54",0.05,"33,253,761.54","446,599.00",74.46,United States,New York Stock Exchange Inc.,USD,1,--
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,"33,188,143.38",0.05,"33,188,143.38","1,177,302.00",28.19,United States,NASDAQ,USD,1,--
ASTH,ASTRANA HEALTH INC,Health Care,Equity,"33,004,916.16",0.05,"33,004,916.16","989,356.00",33.36,United States,NASDAQ,USD,1,--
ZD,ZIFF DAVIS INC,Communication,Equity,"32,905,747.45",0.05,"32,905,747.45","1,007,833.00",32.65,United States,NASDAQ,USD,1,--
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,"32,770,534.16",0.05,"32,770,534.16","1,059,164.00",30.94,United States,NASDAQ,USD,1,--
XPRO,EXPRO GROUP HOLDINGS NV,Energy,Equity,"32,750,701.44",0.05,"32,750,701.44","2,505,792.00",13.07,United States,New York Stock Exchange Inc.,USD,1,--
CCB,COASTAL FINANCIAL CORP,Financials,Equity,"32,642,416.11",0.05,"32,642,416.11","312,577.00",104.43,United States,NASDAQ,USD,1,--
CLMT,CALUMET INC,Energy,Equity,"32,600,273.52",0.05,"32,600,273.52","1,670,952.00",19.51,United States,NASDAQ,USD,1,--
TDOC,TELADOC HEALTH INC,Health Care,Equity,"32,591,898.24",0.05,"32,591,898.24","4,277,152.00",7.62,United States,New York Stock Exchange Inc.,USD,1,--
PGNY,PROGYNY INC,Health Care,Equity,"32,532,885.79",0.05,"32,532,885.79","1,806,379.00",18.01,United States,NASDAQ,USD,1,--
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,"32,485,893.48",0.05,"32,485,893.48","1,660,833.00",19.56,United States,New York Stock Exchange Inc.,USD,1,--
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,"32,482,918.40",0.05,"32,482,918.40","753,664.00",43.1,Israel,NASDAQ,USD,1,--
NEO,NEOGENOMICS INC,Health Care,Equity,"32,455,904.00",0.05,"32,455,904.00","3,120,760.00",10.4,United States,NASDAQ,USD,1,--
ARDX,ARDELYX INC,Health Care,Equity,"32,333,396.25",0.05,"32,333,396.25","5,722,725.00",5.65,United States,NASDAQ,USD,1,--
STAA,STAAR SURGICAL,Health Care,Equity,"32,228,478.16",0.05,"32,228,478.16","1,210,232.00",26.63,United States,NASDAQ,USD,1,--
UVV,UNIVERSAL CORP,Consumer Staples,Equity,"32,198,260.64",0.05,"32,198,260.64","586,703.00",54.88,United States,New York Stock Exchange Inc.,USD,1,--
PLAB,PHOTRONICS INC,Information Technology,Equity,"32,151,553.56",0.05,"32,151,553.56","1,417,617.00",22.68,United States,NASDAQ,USD,1,--
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,"32,118,013.45",0.05,"32,118,013.45","968,285.00",33.17,United States,New York Stock Exchange Inc.,USD,1,--
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,"32,092,651.35",0.05,"32,092,651.35","2,459,207.00",13.05,United States,New York Stock Exchange Inc.,USD,1,--
SCS,STEELCASE INC CLASS A,Industrials,Equity,"32,080,047.36",0.05,"32,080,047.36","2,035,536.00",15.76,United States,New York Stock Exchange Inc.,USD,1,--
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,Equity,"31,994,771.82",0.05,"31,994,771.82","584,166.00",54.77,United States,New York Stock Exchange Inc.,USD,1,--
TERN,TERNS PHARMACEUTICALS INC,Health Care,Equity,"31,770,622.00",0.05,"31,770,622.00","1,740,856.00",18.25,United States,NASDAQ,USD,1,--
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,Equity,"31,765,870.50",0.05,"31,765,870.50","1,126,050.00",28.21,United States,New York Stock Exchange Inc.,USD,1,--
DXPE,DXP ENTERPRISES INC,Industrials,Equity,"31,715,916.30",0.05,"31,715,916.30","315,990.00",100.37,United States,NASDAQ,USD,1,--
NEOG,NEOGEN CORP,Health Care,Equity,"31,581,611.88",0.05,"31,581,611.88","5,281,206.00",5.98,United States,NASDAQ,USD,1,--
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,Equity,"31,513,138.56",0.05,"31,513,138.56","1,651,632.00",19.08,United States,NASDAQ,USD,1,--
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Equity,"31,501,375.66",0.05,"31,501,375.66","774,751.00",40.66,United States,NASDAQ,USD,1,--
GBX,GREENBRIER INC,Industrials,Equity,"31,462,905.00",0.05,"31,462,905.00","737,700.00",42.65,United States,New York Stock Exchange Inc.,USD,1,--
LZ,LEGALZOOM COM INC,Industrials,Equity,"31,412,754.42",0.05,"31,412,754.42","2,873,994.00",10.93,United States,NASDAQ,USD,1,--
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,"31,374,545.85",0.05,"31,374,545.85","882,547.00",35.55,United States,NASDAQ,USD,1,--
VERA,VERA THERAPEUTICS INC CLASS A,Health Care,Equity,"31,361,095.22",0.05,"31,361,095.22","1,243,501.00",25.22,United States,NASDAQ,USD,1,--
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,"31,329,403.38",0.05,"31,329,403.38","1,005,114.00",31.17,United States,New York Stock Exchange Inc.,USD,1,--
SILA,SILA RLTY TR INC TRUST,Real Estate,Equity,"31,320,525.28",0.05,"31,320,525.28","1,354,694.00",23.12,United States,New York Stock Exchange Inc.,USD,1,--
HOPE,HOPE BANCORP INC,Financials,Equity,"31,233,058.50",0.05,"31,233,058.50","2,974,577.00",10.5,United States,NASDAQ,USD,1,--
PD,PAGERDUTY INC,Information Technology,Equity,"31,205,759.76",0.05,"31,205,759.76","2,063,873.00",15.12,United States,New York Stock Exchange Inc.,USD,1,--
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Equity,"31,176,175.56",0.05,"31,176,175.56","701,692.00",44.43,Panama,New York Stock Exchange Inc.,USD,1,--
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,Equity,"31,015,638.00",0.05,"31,015,638.00","1,774,350.00",17.48,United States,NASDAQ,USD,1,--
EFC,ELLINGTON FINANCIAL INC,Financials,Equity,"30,905,839.12",0.05,"30,905,839.12","2,242,804.00",13.78,United States,New York Stock Exchange Inc.,USD,1,--
TGLS,TECNOGLASS INC,Industrials,Equity,"30,898,277.28",0.05,"30,898,277.28","589,212.00",52.44,United States,New York Stock Exchange Inc.,USD,1,--
PHR,PHREESIA INC,Health Care,Equity,"30,891,429.64",0.05,"30,891,429.64","1,387,132.00",22.27,United States,New York Stock Exchange Inc.,USD,1,--
INVA,INNOVIVA INC,Health Care,Equity,"30,885,208.62",0.05,"30,885,208.62","1,500,739.00",20.58,United States,NASDAQ,USD,1,--
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,Equity,"30,845,698.53",0.05,"30,845,698.53","368,659.00",83.67,United States,NASDAQ,USD,1,--
ARRY,ARRAY TECHNOLOGIES INC,Industrials,Equity,"30,786,693.03",0.05,"30,786,693.03","3,678,219.00",8.37,United States,NASDAQ,USD,1,--
ATEN,A10 NETWORKS INC,Information Technology,Equity,"30,780,329.16",0.05,"30,780,329.16","1,730,204.00",17.79,United States,New York Stock Exchange Inc.,USD,1,--
QCRH,QCR HOLDINGS INC,Financials,Equity,"30,743,204.68",0.05,"30,743,204.68","403,031.00",76.28,United States,NASDAQ,USD,1,--
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,"30,693,715.50",0.05,"30,693,715.50","2,923,211.00",10.5,United States,New York Stock Exchange Inc.,USD,1,--
FUBO,FUBOTV INC CLASS A,Communication,Equity,"30,501,641.17",0.04,"30,501,641.17","8,090,621.00",3.77,United States,New York Stock Exchange Inc.,USD,1,--
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,"30,489,177.84",0.04,"30,489,177.84","1,951,932.00",15.62,United States,New York Stock Exchange Inc.,USD,1,--
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,"30,443,322.08",0.04,"30,443,322.08","2,921,624.00",10.42,United States,New York Stock Exchange Inc.,USD,1,--
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,"30,321,805.28",0.04,"30,321,805.28","2,064,112.00",14.69,United States,NASDAQ,USD,1,--
NUVB,NUVATION BIO INC CLASS A,Health Care,Equity,"30,272,382.10",0.04,"30,272,382.10","6,030,355.00",5.02,United States,New York Stock Exchange Inc.,USD,1,--
PCT,PURECYCLE TECHNOLOGIES INC,Materials,Equity,"30,241,728.22",0.04,"30,241,728.22","3,146,902.00",9.61,United States,NASDAQ,USD,1,--
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Equity,"30,103,414.55",0.04,"30,103,414.55","263,395.00",114.29,United States,NASDAQ,USD,1,--
VERX,VERTEX INC CLASS A,Information Technology,Equity,"29,962,685.70",0.04,"29,962,685.70","1,568,727.00",19.1,United States,NASDAQ,USD,1,--
PGRE,PARAMOUNT GROUP REIT INC,Real Estate,Equity,"29,948,237.50",0.04,"29,948,237.50","4,572,250.00",6.55,United States,New York Stock Exchange Inc.,USD,1,--
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,"29,929,161.75",0.04,"29,929,161.75","1,476,525.00",20.27,United States,NASDAQ,USD,1,--
WINA,WINMARK CORP,Consumer Discretionary,Equity,"29,747,891.20",0.04,"29,747,891.20","71,290.00",417.28,United States,NASDAQ,USD,1,--
VITL,VITAL FARMS INC,Consumer Staples,Equity,"29,743,629.08",0.04,"29,743,629.08","838,321.00",35.48,United States,NASDAQ,USD,1,--
DCO,DUCOMMUN INC,Industrials,Equity,"29,718,776.55",0.04,"29,718,776.55","333,357.00",89.15,United States,New York Stock Exchange Inc.,USD,1,--
OUST,OUSTER INC,Information Technology,Equity,"29,700,724.19",0.04,"29,700,724.19","1,230,863.00",24.13,United States,NASDAQ,USD,1,--
NSP,INSPERITY INC,Industrials,Equity,"29,676,898.08",0.04,"29,676,898.08","870,801.00",34.08,United States,New York Stock Exchange Inc.,USD,1,--
PRA,PROASSURANCE CORP,Financials,Equity,"29,664,810.51",0.04,"29,664,810.51","1,236,549.00",23.99,United States,New York Stock Exchange Inc.,USD,1,--
CDRE,CADRE HOLDINGS INC,Industrials,Equity,"29,671,396.70",0.04,"29,671,396.70","682,886.00",43.45,United States,New York Stock Exchange Inc.,USD,1,--
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,Equity,"29,632,769.37",0.04,"29,632,769.37","3,196,631.00",9.27,United States,New York Stock Exchange Inc.,USD,1,--
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"29,493,581.22",0.04,"29,493,581.22","807,822.00",36.51,United States,New York Stock Exchange Inc.,USD,1,--
TFIN,TRIUMPH FINANCIAL INC,Financials,Equity,"29,472,409.47",0.04,"29,472,409.47","547,509.00",53.83,United States,New York Stock Exchange Inc.,USD,1,--
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,"29,444,347.09",0.04,"29,444,347.09","645,851.00",45.59,United States,New York Stock Exchange Inc.,USD,1,--
NTLA,INTELLIA THERAPEUTICS INC,Health Care,Equity,"29,398,365.92",0.04,"29,398,365.92","2,386,231.00",12.32,United States,NASDAQ,USD,1,--
MXL,MAXLINEAR INC,Information Technology,Equity,"29,304,445.56",0.04,"29,304,445.56","1,977,358.00",14.82,United States,NASDAQ,USD,1,--
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,"29,277,725.62",0.04,"29,277,725.62","159,874.00",183.13,United States,NASDAQ,USD,1,--
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Equity,"29,166,047.84",0.04,"29,166,047.84","496,697.00",58.72,United States,NASDAQ,USD,1,--
LNN,LINDSAY CORP,Industrials,Equity,"29,098,853.88",0.04,"29,098,853.88","259,788.00",112.01,United States,New York Stock Exchange Inc.,USD,1,--
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,Equity,"29,080,093.31",0.04,"29,080,093.31","2,575,739.00",11.29,United States,New York Stock Exchange Inc.,USD,1,--
AZTA,AZENTA INC,Health Care,Equity,"29,038,785.00",0.04,"29,038,785.00","982,700.00",29.55,United States,NASDAQ,USD,1,--
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,"28,902,250.96",0.04,"28,902,250.96","1,960,804.00",14.74,United States,New York Stock Exchange Inc.,USD,1,--
NNE,NANO NUCLEAR ENERGY INC,Industrials,Equity,"28,797,443.64",0.04,"28,797,443.64","749,348.00",38.43,United States,NASDAQ,USD,1,--
AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,Equity,"28,757,121.12",0.04,"28,757,121.12","658,359.00",43.68,United States,New York Stock Exchange Inc.,USD,1,--
IMNM,IMMUNOME INC,Health Care,Equity,"28,729,126.00",0.04,"28,729,126.00","1,853,492.00",15.5,United States,NASDAQ,USD,1,--
